read_id	left_alignments	right_alignments	total_target_placements	left_mapq	right_mapq	classification	independent_alignment_support
SRR38978847.893641	1	1	3	0	60	MAPQ_ZERO_AMBIGUOUS	False
SRR38978847.896158	1	1	3	0	60	MAPQ_ZERO_AMBIGUOUS	False
SRR38978847.900135	1	1	3	0	60	MAPQ_ZERO_AMBIGUOUS	False
SRR38978847.907611	1	1	3	0	60	MAPQ_ZERO_AMBIGUOUS	False
SRR38978847.910519	1	1	3	2	60	NON_UNIQUE_ANCHOR	False
SRR38978847.915089	1	1	3	0	60	MAPQ_ZERO_AMBIGUOUS	False
SRR38978847.916743	1	1	3	0	60	MAPQ_ZERO_AMBIGUOUS	False
SRR38978847.920668	2	2	8	0	60	COPY_AMBIGUOUS	False
SRR38978847.926161	1	1	3	3	60	NON_UNIQUE_ANCHOR	False
SRR38978847.938037	1	1	3	0	60	MAPQ_ZERO_AMBIGUOUS	False
SRR38978847.943351	1	1	5	0	60	MAPQ_ZERO_AMBIGUOUS	False
SRR38978847.948020	1	1	3	0	60	MAPQ_ZERO_AMBIGUOUS	False
SRR38978847.950426	1	1	3	0	60	MAPQ_ZERO_AMBIGUOUS	False
SRR38978847.951870	1	1	3	0	60	MAPQ_ZERO_AMBIGUOUS	False
SRR38978847.954814	1	1	3	0	60	MAPQ_ZERO_AMBIGUOUS	False
SRR38978847.957177	1	1	3	0	60	MAPQ_ZERO_AMBIGUOUS	False
SRR38978847.959015	1	1	3	0	60	MAPQ_ZERO_AMBIGUOUS	False
SRR38978847.963738	1	1	3	2	60	NON_UNIQUE_ANCHOR	False
SRR38978847.967576	1	1	3	0	60	MAPQ_ZERO_AMBIGUOUS	False
SRR38978847.968131	1	1	3	0	60	MAPQ_ZERO_AMBIGUOUS	False
SRR38978847.970044	1	1	3	0	60	MAPQ_ZERO_AMBIGUOUS	False
SRR38978847.973318	1	1	3	0	60	MAPQ_ZERO_AMBIGUOUS	False
SRR38978847.973925	1	1	3	1	60	NON_UNIQUE_ANCHOR	False
SRR38978847.977057	1	1	3	0	60	MAPQ_ZERO_AMBIGUOUS	False
SRR38978847.983213	1	1	3	0	60	MAPQ_ZERO_AMBIGUOUS	False
SRR38978847.983757	1	1	3	15	60	NON_UNIQUE_ANCHOR	False
SRR38978847.990545	1	1	3	0	60	MAPQ_ZERO_AMBIGUOUS	False
SRR38978847.993165	1	1	3	0	60	MAPQ_ZERO_AMBIGUOUS	False
SRR38978847.999535	1	1	3	0	60	MAPQ_ZERO_AMBIGUOUS	False
SRR38978847.1000657	1	1	3	1	60	NON_UNIQUE_ANCHOR	False
SRR38978847.1004600	1	1	3	0	60	MAPQ_ZERO_AMBIGUOUS	False
SRR38978847.1010834	1	1	3	0	60	MAPQ_ZERO_AMBIGUOUS	False
SRR38978847.1017682	1	1	3	0	60	MAPQ_ZERO_AMBIGUOUS	False
SRR38978847.1017700	1	1	3	0	60	MAPQ_ZERO_AMBIGUOUS	False
SRR38978847.1017728	1	1	3	0	60	MAPQ_ZERO_AMBIGUOUS	False
SRR38978847.1018742	1	1	3	0	60	MAPQ_ZERO_AMBIGUOUS	False
SRR38978847.1021189	1	1	3	0	60	MAPQ_ZERO_AMBIGUOUS	False
SRR38978847.1025980	1	1	3	0	60	MAPQ_ZERO_AMBIGUOUS	False
SRR38978847.1028395	1	1	3	0	60	MAPQ_ZERO_AMBIGUOUS	False
SRR38978847.1030264	1	1	3	0	60	MAPQ_ZERO_AMBIGUOUS	False
SRR38978847.1030504	1	1	3	0	60	MAPQ_ZERO_AMBIGUOUS	False
SRR38978847.1031895	1	1	3	0	60	MAPQ_ZERO_AMBIGUOUS	False
SRR38978847.1033735	1	1	3	0	60	MAPQ_ZERO_AMBIGUOUS	False
SRR38978847.1035352	1	1	3	0	60	MAPQ_ZERO_AMBIGUOUS	False
SRR38978847.1038039	1	1	3	0	60	MAPQ_ZERO_AMBIGUOUS	False
SRR38978847.1046660	1	1	3	0	60	MAPQ_ZERO_AMBIGUOUS	False
SRR38978847.1047057	1	1	3	0	60	MAPQ_ZERO_AMBIGUOUS	False
SRR38978847.1048297	1	1	3	0	60	MAPQ_ZERO_AMBIGUOUS	False
SRR38978847.1048564	1	1	3	0	60	MAPQ_ZERO_AMBIGUOUS	False
SRR38978847.1055688	1	1	3	0	60	MAPQ_ZERO_AMBIGUOUS	False
SRR38978847.1060001	1	1	5	0	60	MAPQ_ZERO_AMBIGUOUS	False
SRR38978847.1060027	1	1	3	1	60	NON_UNIQUE_ANCHOR	False
SRR38978847.1075731	1	1	3	0	60	MAPQ_ZERO_AMBIGUOUS	False
SRR38978847.1077943	1	1	3	0	60	MAPQ_ZERO_AMBIGUOUS	False
SRR38978847.1081090	1	1	3	60	60	NON_UNIQUE_ANCHOR	False
SRR38978847.1095111	1	1	3	0	60	MAPQ_ZERO_AMBIGUOUS	False
SRR38978847.1097644	1	1	3	0	60	MAPQ_ZERO_AMBIGUOUS	False
SRR38978847.1101642	1	1	3	0	60	MAPQ_ZERO_AMBIGUOUS	False
SRR38978847.1103110	1	1	3	0	60	MAPQ_ZERO_AMBIGUOUS	False
SRR38978847.1106914	1	1	3	0	60	MAPQ_ZERO_AMBIGUOUS	False
SRR38978847.1109084	1	1	3	0	60	MAPQ_ZERO_AMBIGUOUS	False
SRR38978847.1114931	1	1	3	0	60	MAPQ_ZERO_AMBIGUOUS	False
SRR38978847.1115347	1	1	3	0	60	MAPQ_ZERO_AMBIGUOUS	False
SRR38978847.1116865	1	1	3	1	60	NON_UNIQUE_ANCHOR	False
SRR38978847.1116987	1	1	3	0	60	MAPQ_ZERO_AMBIGUOUS	False
SRR38978847.1118417	1	1	3	0	60	MAPQ_ZERO_AMBIGUOUS	False
SRR38978847.1119810	1	1	3	0	60	MAPQ_ZERO_AMBIGUOUS	False
SRR38978847.1122523	1	1	3	0	60	MAPQ_ZERO_AMBIGUOUS	False
SRR38978847.1126784	1	1	3	0	60	MAPQ_ZERO_AMBIGUOUS	False
SRR38978847.1128887	1	1	3	0	60	MAPQ_ZERO_AMBIGUOUS	False
SRR38978847.1133203	1	1	3	0	60	MAPQ_ZERO_AMBIGUOUS	False
SRR38978847.1134050	1	1	3	1	60	NON_UNIQUE_ANCHOR	False
SRR38978847.1140465	1	1	3	0	60	MAPQ_ZERO_AMBIGUOUS	False
SRR38978847.1145128	1	1	3	0	60	MAPQ_ZERO_AMBIGUOUS	False
SRR38978847.1146975	1	1	3	0	60	MAPQ_ZERO_AMBIGUOUS	False
SRR38978847.1154595	1	1	3	1	60	NON_UNIQUE_ANCHOR	False
SRR38978847.1155364	1	1	3	0	60	MAPQ_ZERO_AMBIGUOUS	False
SRR38978847.1155602	1	1	3	0	60	MAPQ_ZERO_AMBIGUOUS	False
SRR38978847.1155748	1	1	3	0	60	MAPQ_ZERO_AMBIGUOUS	False
SRR38978847.1161332	1	1	3	0	60	MAPQ_ZERO_AMBIGUOUS	False
SRR38978847.1161753	2	2	6	1	60	COPY_AMBIGUOUS	False
SRR38978847.1167453	1	1	3	0	60	MAPQ_ZERO_AMBIGUOUS	False
SRR38978847.1167835	1	1	3	0	60	MAPQ_ZERO_AMBIGUOUS	False
SRR38978847.1170351	1	1	3	0	60	MAPQ_ZERO_AMBIGUOUS	False
SRR38978847.1171793	1	1	3	0	60	MAPQ_ZERO_AMBIGUOUS	False
SRR38978847.1174531	1	1	3	0	60	MAPQ_ZERO_AMBIGUOUS	False
SRR38978847.1179914	1	1	3	0	60	MAPQ_ZERO_AMBIGUOUS	False
SRR38978847.1179961	1	1	3	0	60	MAPQ_ZERO_AMBIGUOUS	False
SRR38978847.1187226	1	1	3	6	60	NON_UNIQUE_ANCHOR	False
SRR38978847.1203229	1	1	3	0	60	MAPQ_ZERO_AMBIGUOUS	False
SRR38978847.1210485	1	1	3	0	60	MAPQ_ZERO_AMBIGUOUS	False
SRR38978847.1213484	1	1	3	1	60	NON_UNIQUE_ANCHOR	False
SRR38978847.1215398	1	1	3	0	60	MAPQ_ZERO_AMBIGUOUS	False
SRR38978847.1217653	1	1	3	0	60	MAPQ_ZERO_AMBIGUOUS	False
SRR38978847.1227835	1	1	3	0	60	MAPQ_ZERO_AMBIGUOUS	False
SRR38978847.1229176	1	1	3	0	60	MAPQ_ZERO_AMBIGUOUS	False
SRR38978847.1231440	1	1	3	0	60	MAPQ_ZERO_AMBIGUOUS	False
SRR38978847.1233168	1	1	3	0	60	MAPQ_ZERO_AMBIGUOUS	False
SRR38978847.1236049	1	1	3	0	60	MAPQ_ZERO_AMBIGUOUS	False
SRR38978847.1236240	1	1	3	0	60	MAPQ_ZERO_AMBIGUOUS	False
SRR38978847.1236855	1	1	3	0	60	MAPQ_ZERO_AMBIGUOUS	False
SRR38978847.1239439	1	1	3	1	60	NON_UNIQUE_ANCHOR	False
SRR38978847.1241611	1	1	3	0	60	MAPQ_ZERO_AMBIGUOUS	False
SRR38978847.1244759	1	1	3	0	60	MAPQ_ZERO_AMBIGUOUS	False
SRR38978847.1245893	1	1	3	0	60	MAPQ_ZERO_AMBIGUOUS	False
SRR38978847.1251467	1	1	3	0	60	MAPQ_ZERO_AMBIGUOUS	False
SRR38978847.1253303	1	1	3	0	60	MAPQ_ZERO_AMBIGUOUS	False
SRR38978847.1255591	1	1	3	0	60	MAPQ_ZERO_AMBIGUOUS	False
SRR38978847.1261179	1	1	3	0	60	MAPQ_ZERO_AMBIGUOUS	False
SRR38978847.1272674	1	1	3	0	60	MAPQ_ZERO_AMBIGUOUS	False
SRR38978847.1275390	1	1	3	0	60	MAPQ_ZERO_AMBIGUOUS	False
SRR38978847.1281201	1	1	3	0	60	MAPQ_ZERO_AMBIGUOUS	False
SRR38978847.1281676	1	1	3	0	60	MAPQ_ZERO_AMBIGUOUS	False
SRR38978847.1282724	1	1	3	0	60	MAPQ_ZERO_AMBIGUOUS	False
SRR38978847.1285409	1	1	3	0	60	MAPQ_ZERO_AMBIGUOUS	False
SRR38978847.1285979	1	1	3	0	60	MAPQ_ZERO_AMBIGUOUS	False
SRR38978847.1287686	1	1	3	0	60	MAPQ_ZERO_AMBIGUOUS	False
SRR38978847.1292282	1	1	3	0	60	MAPQ_ZERO_AMBIGUOUS	False
SRR38978847.1296070	1	1	3	2	60	NON_UNIQUE_ANCHOR	False
SRR38978847.1310296	1	1	3	2	60	NON_UNIQUE_ANCHOR	False
SRR38978847.1310411	1	1	3	0	60	MAPQ_ZERO_AMBIGUOUS	False
SRR38978847.1312255	1	1	3	0	60	MAPQ_ZERO_AMBIGUOUS	False
SRR38978847.1316852	1	1	4	0	60	MAPQ_ZERO_AMBIGUOUS	False
SRR38978847.1320916	1	1	3	0	60	MAPQ_ZERO_AMBIGUOUS	False
SRR38978847.1324337	1	1	3	0	60	MAPQ_ZERO_AMBIGUOUS	False
SRR38978847.1327403	1	1	3	0	60	MAPQ_ZERO_AMBIGUOUS	False
SRR38978847.1329154	1	1	3	0	60	MAPQ_ZERO_AMBIGUOUS	False
SRR38978847.1337662	1	1	3	0	60	MAPQ_ZERO_AMBIGUOUS	False
SRR38978847.1337933	1	1	3	0	60	MAPQ_ZERO_AMBIGUOUS	False
SRR38978847.1347722	1	1	3	0	60	MAPQ_ZERO_AMBIGUOUS	False
SRR38978847.1350480	1	1	3	0	60	MAPQ_ZERO_AMBIGUOUS	False
SRR38978847.1351230	1	1	3	0	60	MAPQ_ZERO_AMBIGUOUS	False
SRR38978847.1356981	1	1	3	1	60	NON_UNIQUE_ANCHOR	False
SRR38978847.1363148	1	1	5	0	60	MAPQ_ZERO_AMBIGUOUS	False
SRR38978847.1364106	1	1	3	0	60	MAPQ_ZERO_AMBIGUOUS	False
SRR38978847.1365436	1	1	3	0	60	MAPQ_ZERO_AMBIGUOUS	False
SRR38978847.1373902	1	1	3	0	60	MAPQ_ZERO_AMBIGUOUS	False
SRR38978847.1374672	1	1	3	0	60	MAPQ_ZERO_AMBIGUOUS	False
SRR38978847.1377165	1	1	3	0	60	MAPQ_ZERO_AMBIGUOUS	False
SRR38978847.1380435	1	1	3	0	60	MAPQ_ZERO_AMBIGUOUS	False
SRR38978847.1382857	1	1	3	0	60	MAPQ_ZERO_AMBIGUOUS	False
SRR38978847.1383834	1	1	3	0	60	MAPQ_ZERO_AMBIGUOUS	False
SRR38978847.1384250	1	1	3	0	60	MAPQ_ZERO_AMBIGUOUS	False
SRR38978847.1384868	1	1	3	0	60	MAPQ_ZERO_AMBIGUOUS	False
SRR38978847.1390133	1	1	3	0	60	MAPQ_ZERO_AMBIGUOUS	False
SRR38978847.1392025	1	1	3	0	60	MAPQ_ZERO_AMBIGUOUS	False
SRR38978847.1392568	1	1	3	0	60	MAPQ_ZERO_AMBIGUOUS	False
SRR38978847.1398268	2	2	6	0	60	COPY_AMBIGUOUS	False
SRR38978847.1421545	2	2	6	0	60	COPY_AMBIGUOUS	False
SRR38978847.1422320	1	1	3	0	60	MAPQ_ZERO_AMBIGUOUS	False
SRR38978847.1434774	1	1	3	0	60	MAPQ_ZERO_AMBIGUOUS	False
SRR38978847.1441889	1	1	3	0	60	MAPQ_ZERO_AMBIGUOUS	False
SRR38978847.1446179	2	1	6	0	60	COPY_AMBIGUOUS	False
SRR38978847.1446210	1	1	5	0	60	MAPQ_ZERO_AMBIGUOUS	False
SRR38978847.1448354	1	1	3	0	60	MAPQ_ZERO_AMBIGUOUS	False
SRR38978847.1448624	1	1	3	0	60	MAPQ_ZERO_AMBIGUOUS	False
SRR38978847.1449274	1	1	3	0	60	MAPQ_ZERO_AMBIGUOUS	False
SRR38978847.1450664	1	1	3	4	60	NON_UNIQUE_ANCHOR	False
SRR38978847.1453761	1	1	3	0	60	MAPQ_ZERO_AMBIGUOUS	False
SRR38978847.1460054	1	1	3	0	60	MAPQ_ZERO_AMBIGUOUS	False
SRR38978847.1463683	1	1	3	0	60	MAPQ_ZERO_AMBIGUOUS	False
SRR38978847.1463731	1	1	3	6	60	NON_UNIQUE_ANCHOR	False
SRR38978847.1466202	1	1	3	0	60	MAPQ_ZERO_AMBIGUOUS	False
SRR38978847.1471671	1	1	3	0	60	MAPQ_ZERO_AMBIGUOUS	False
SRR38978847.1472215	1	1	3	0	60	MAPQ_ZERO_AMBIGUOUS	False
SRR38978847.1475012	1	1	3	0	60	MAPQ_ZERO_AMBIGUOUS	False
SRR38978847.1475057	1	1	3	0	60	MAPQ_ZERO_AMBIGUOUS	False
SRR38978847.1475086	1	1	3	2	60	NON_UNIQUE_ANCHOR	False
SRR38978847.1477708	1	1	3	0	60	MAPQ_ZERO_AMBIGUOUS	False
SRR38978847.1479746	1	1	3	0	60	MAPQ_ZERO_AMBIGUOUS	False
SRR38978847.1480499	1	1	3	0	60	MAPQ_ZERO_AMBIGUOUS	False
SRR38978847.1482004	1	1	3	0	60	MAPQ_ZERO_AMBIGUOUS	False
SRR38978847.1483085	1	1	3	0	60	MAPQ_ZERO_AMBIGUOUS	False
SRR38978847.1489724	1	1	3	0	60	MAPQ_ZERO_AMBIGUOUS	False
SRR38978847.1493607	1	1	3	10	60	NON_UNIQUE_ANCHOR	False
SRR38978847.1494562	1	1	3	0	60	MAPQ_ZERO_AMBIGUOUS	False
SRR38978847.1496537	1	1	3	0	60	MAPQ_ZERO_AMBIGUOUS	False
SRR38978847.1507239	1	1	3	4	60	NON_UNIQUE_ANCHOR	False
SRR38978847.1509240	1	1	3	0	60	MAPQ_ZERO_AMBIGUOUS	False
SRR38978847.1515955	1	1	3	0	60	MAPQ_ZERO_AMBIGUOUS	False
SRR38978847.1517362	1	1	3	0	60	MAPQ_ZERO_AMBIGUOUS	False
SRR38978847.1523856	1	1	3	0	60	MAPQ_ZERO_AMBIGUOUS	False
SRR38978847.1525031	2	2	6	1	60	COPY_AMBIGUOUS	False
SRR38978847.1527959	1	1	3	1	60	NON_UNIQUE_ANCHOR	False
SRR38978847.1528664	1	1	3	0	60	MAPQ_ZERO_AMBIGUOUS	False
SRR38978847.1529983	1	1	3	0	60	MAPQ_ZERO_AMBIGUOUS	False
SRR38978847.1535443	1	1	3	0	60	MAPQ_ZERO_AMBIGUOUS	False
SRR38978847.1548182	1	1	3	0	60	MAPQ_ZERO_AMBIGUOUS	False
SRR38978847.1549095	1	1	3	0	60	MAPQ_ZERO_AMBIGUOUS	False
SRR38978847.1555455	1	1	3	0	60	MAPQ_ZERO_AMBIGUOUS	False
SRR38978847.1560192	1	1	3	0	60	MAPQ_ZERO_AMBIGUOUS	False
SRR38978847.1562393	1	1	3	0	60	MAPQ_ZERO_AMBIGUOUS	False
SRR38978847.1566529	1	1	3	0	60	MAPQ_ZERO_AMBIGUOUS	False
SRR38978847.1568426	1	1	3	0	60	MAPQ_ZERO_AMBIGUOUS	False
SRR38978847.1595110	1	1	3	0	60	MAPQ_ZERO_AMBIGUOUS	False
SRR38978847.1596832	1	1	5	0	60	MAPQ_ZERO_AMBIGUOUS	False
SRR38978847.1598051	1	1	3	60	60	NON_UNIQUE_ANCHOR	False
SRR38978847.1599511	1	1	5	0	60	MAPQ_ZERO_AMBIGUOUS	False
SRR38978847.1600961	1	1	3	0	60	MAPQ_ZERO_AMBIGUOUS	False
SRR38978847.1609944	1	1	3	0	60	MAPQ_ZERO_AMBIGUOUS	False
SRR38978847.1614182	1	1	3	0	60	MAPQ_ZERO_AMBIGUOUS	False
SRR38978847.1621912	1	1	3	0	60	MAPQ_ZERO_AMBIGUOUS	False
SRR38978847.1623989	1	1	3	0	60	MAPQ_ZERO_AMBIGUOUS	False
SRR38978847.1626394	1	1	3	0	60	MAPQ_ZERO_AMBIGUOUS	False
SRR38978847.1628369	1	1	3	0	60	MAPQ_ZERO_AMBIGUOUS	False
SRR38978847.1634836	1	1	3	0	60	MAPQ_ZERO_AMBIGUOUS	False
SRR38978847.1635046	1	1	3	0	60	MAPQ_ZERO_AMBIGUOUS	False
SRR38978847.1636136	1	1	3	0	60	MAPQ_ZERO_AMBIGUOUS	False
SRR38978847.1638454	1	1	3	0	60	MAPQ_ZERO_AMBIGUOUS	False
SRR38978847.1648704	1	1	3	0	60	MAPQ_ZERO_AMBIGUOUS	False
SRR38978847.1652270	1	1	3	0	60	MAPQ_ZERO_AMBIGUOUS	False
SRR38978847.1652874	1	1	3	0	60	MAPQ_ZERO_AMBIGUOUS	False
SRR38978847.1652878	1	1	3	0	60	MAPQ_ZERO_AMBIGUOUS	False
SRR38978847.1656087	1	1	3	0	60	MAPQ_ZERO_AMBIGUOUS	False
SRR38978847.1656881	1	1	3	0	60	MAPQ_ZERO_AMBIGUOUS	False
SRR38978847.1658897	1	1	3	0	60	MAPQ_ZERO_AMBIGUOUS	False
SRR38978847.1659042	1	1	3	0	60	MAPQ_ZERO_AMBIGUOUS	False
SRR38978847.1665133	1	1	3	8	60	NON_UNIQUE_ANCHOR	False
SRR38978847.1668475	1	1	3	0	60	MAPQ_ZERO_AMBIGUOUS	False
SRR38978847.1671931	1	1	3	0	60	MAPQ_ZERO_AMBIGUOUS	False
SRR38978847.1675438	1	1	3	0	60	MAPQ_ZERO_AMBIGUOUS	False
SRR38978847.1681591	1	1	3	0	60	MAPQ_ZERO_AMBIGUOUS	False
SRR38978847.1684398	1	1	3	0	60	MAPQ_ZERO_AMBIGUOUS	False
SRR38978847.1684748	1	1	3	0	60	MAPQ_ZERO_AMBIGUOUS	False
SRR38978847.1687724	1	1	3	0	60	MAPQ_ZERO_AMBIGUOUS	False
SRR38978847.1696279	1	1	3	0	60	MAPQ_ZERO_AMBIGUOUS	False
SRR38978847.1697059	1	1	3	0	60	MAPQ_ZERO_AMBIGUOUS	False
SRR38978847.1716445	1	1	3	0	60	MAPQ_ZERO_AMBIGUOUS	False
SRR38978847.1716700	1	1	5	0	60	MAPQ_ZERO_AMBIGUOUS	False
SRR38978847.1716996	1	1	3	0	60	MAPQ_ZERO_AMBIGUOUS	False
SRR38978847.1717044	1	1	3	0	60	MAPQ_ZERO_AMBIGUOUS	False
SRR38978847.1717549	1	1	3	0	60	MAPQ_ZERO_AMBIGUOUS	False
SRR38978847.1719227	1	1	3	0	60	MAPQ_ZERO_AMBIGUOUS	False
SRR38978847.1721913	1	1	3	0	60	MAPQ_ZERO_AMBIGUOUS	False
SRR38978847.1725736	1	1	3	1	60	NON_UNIQUE_ANCHOR	False
SRR38978847.1729899	1	1	3	0	60	MAPQ_ZERO_AMBIGUOUS	False
SRR38978847.1731991	1	1	3	4	60	NON_UNIQUE_ANCHOR	False
SRR38978847.1732606	1	1	3	0	60	MAPQ_ZERO_AMBIGUOUS	False
SRR38978847.1733415	1	1	3	0	60	MAPQ_ZERO_AMBIGUOUS	False
SRR38978847.1734863	1	1	3	0	60	MAPQ_ZERO_AMBIGUOUS	False
SRR38978847.1736284	1	1	3	2	60	NON_UNIQUE_ANCHOR	False
SRR38978847.1736295	1	1	3	0	60	MAPQ_ZERO_AMBIGUOUS	False
SRR38978847.1737070	1	1	3	0	60	MAPQ_ZERO_AMBIGUOUS	False
SRR38978847.1740634	1	1	3	0	60	MAPQ_ZERO_AMBIGUOUS	False
SRR38978847.1742441	1	1	3	0	39	MAPQ_ZERO_AMBIGUOUS	False
SRR38978847.1743164	1	1	3	0	60	MAPQ_ZERO_AMBIGUOUS	False
SRR38978847.1743670	1	1	3	0	60	MAPQ_ZERO_AMBIGUOUS	False
SRR38978847.1745135	1	1	3	0	60	MAPQ_ZERO_AMBIGUOUS	False
SRR38978847.1753243	1	1	3	0	60	MAPQ_ZERO_AMBIGUOUS	False
SRR38978847.1754081	1	1	3	0	60	MAPQ_ZERO_AMBIGUOUS	False
SRR38978847.1756176	1	1	3	4	60	NON_UNIQUE_ANCHOR	False
SRR38978847.1758377	1	1	3	0	60	MAPQ_ZERO_AMBIGUOUS	False
SRR38978847.1762976	1	1	3	0	60	MAPQ_ZERO_AMBIGUOUS	False
SRR38978847.1765738	1	1	3	0	60	MAPQ_ZERO_AMBIGUOUS	False
SRR38978847.1772598	1	1	3	0	60	MAPQ_ZERO_AMBIGUOUS	False
SRR38978847.1773232	1	1	3	0	60	MAPQ_ZERO_AMBIGUOUS	False
SRR38978847.1776318	1	1	3	0	60	MAPQ_ZERO_AMBIGUOUS	False
SRR38978847.1777504	1	1	3	0	60	MAPQ_ZERO_AMBIGUOUS	False
SRR38978847.1780101	1	1	3	0	60	MAPQ_ZERO_AMBIGUOUS	False
SRR38978847.1781664	1	1	3	0	60	MAPQ_ZERO_AMBIGUOUS	False
